member_id,name,name_alt,roman_name,gender,dob,age,district,district_en,committees,committees_en,terms,party,party_en,party_group,party_group_en,loyalty,loyalty_rank,attendance,attendance_rank,absenteeism,absenteeism_rank,dp_vote_freq,dp_alignment,jeong_alignment,gugmin_alignment
9771114,정청래,鄭淸來,Jung Chungrae,M,1965-04-18,57.1945205479452,서울 마포구을,Seoul | Mapo B,['교육위원회'],['Education Committee'],3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.978865471440071,188.0,0.929845422116528,59,0.07015457788347201,249,0.9872122762148338,0.978865471440071,0.9153867612066159,0.9037656506265354
9771163,박성민,朴聖敏,Park Seongmin,M,1959-04-19,63.19178082191781,울산 중구,Ulsan | Jung,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.9411857772686473,240.0,0.5148632580261593,263,0.4851367419738407,45,0.9087759815242494,0.8648578051479426,0.842966241037764,0.9411857772686473
9771090,김정호,金禎鎬,Kim Jungho,M,1960-06-18,62.02739726027397,경남 김해시을,S. Gyeongsang | Gimhae B,['산업통상자원중소벤처기업위원회'],"['Trade, Industry, Energy, SMEs, and Startups Committee']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9956916843092498,100.0,0.915576694411415,71,0.08442330558858502,237,0.9935064935064936,0.9956916843092498,0.9192180391433664,0.9204524292117461
9770858,하태경,河泰慶,Ha Taekeung,M,1968-03-29,54.24931506849315,부산 해운대구갑,Busan | Haeundae A,"['국방위원회', '정보위원회']","['National Defense Committee', 'Intelligence Committee']",3,국민의힘,People Power Party,국민의힘,People Power Party,0.9413438692861785,239.0,0.34839476813317477,280,0.6516052318668253,27,0.9146757679180887,0.9096154982143211,0.8606477104963097,0.9413438692861785
9771216,김회재,金會在,Kim Hoijae,M,1962-11-24,59.59178082191781,전남 여수시을,S. Jeolla | Yeosu B,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.996578106403292,82.0,0.9096313912009513,78,0.09036860879904873,230,0.996078431372549,0.996578106403292,0.9158591322913033,0.929075212580756
9771279,최연숙,崔姸淑,Choi Younsuk,F,1960-07-25,61.92602739726027,비례대표,Proportional seat,"['보건복지위원회', '여성가족위원회']","['Health and Welfare Committee', 'Gender Equality and Family Committee']",1,국민의당,People Party,국민의당,People Party,0.9727269598168856,194.0,0.6789536266349584,215,0.3210463733650416,93,0.8686514886164624,0.8854427873130111,0.8605128546029094,0.9396115103282338
9771201,이장섭,李將燮,Lee Jangsub,M,1963-05-14,59.12328767123287,충북 청주시서원구,N. Chungcheong | Cheongju Seowon,"['산업통상자원중소벤처기업위원회', '예산결산특별위원회']","['Trade, Industry, Energy, SMEs, and Startups Committee', 'Special Committee on Budget and Accounts']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9955302777999586,106.0,0.870986920332937,111,0.129013079667063,197,0.995221843003413,0.9955302777999586,0.9187626187173522,0.9209204942394388
9771271,양정숙,梁貞淑,Yang Jungsuk,F,1965-03-12,57.295890410958904,비례대표,Proportional seat,"['과학기술정보방송통신위원회', '예산결산특별위원회']","['Science, ICT, Future Planning, Broadcasting and Communications Committee', 'Special Committee on Budget and Accounts']",1,무소속,Unaffiliated,무소속,Unaffiliated,,,0.9387633769322236,52,0.06123662306777644,255,0.9816339455351488,0.9878552290037574,0.9157485218303631,0.9120587183750016
9771213,이원택,李源澤,Lee Wontaeg,M,1970-01-25,52.42191780821918,전북 김제시부안군,N. Jeolla | Gimje-Buan,"['농림축산식품해양수산위원회', '여성가족위원회', '예산결산특별위원회']","['Agriculture, Food, Rural Affairs, Oceans and Fisheries Committee', 'Gender Equality and Family Committee', 'Special Committee on Budget and Accounts']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9979427559227007,43.0,0.9078478002378121,80,0.09215219976218791,228,0.9986902423051736,0.9979427559227007,0.9254453203376447,0.9323318579552032
9771193,박상혁,朴商赫,Park Sanghyuk,M,1973-03-20,49.273972602739725,경기 김포시을,Gyeonggi | Gimpo B,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9920717852019039,144.0,0.8894173602853745,90,0.11058263971462545,218,0.983957219251337,0.9920717852019039,0.9150693727822016,0.9120109542440421
9771263,윤미향,尹美香,Youn Meehyang,F,1965-02-10,57.37808219178082,비례대표,Proportional seat,['환경노동위원회'],['Environment and Labor Committee'],1,더불어시민당,Platform Party,더불어민주당,Democratic Party of Korea,0.983204076737794,182.0,0.9351961950059453,54,0.06480380499405469,254,0.9701207883026065,0.983204076737794,0.9311399177996124,0.9035235487868014
9771166,서범수,徐範洙,Suh Bumsoo,M,1963-09-17,58.778082191780825,울산 울주군,Ulsan | Ulju,['행정안전위원회'],['Public Administration and Security Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.9731570240253773,192.0,0.8079667063020214,155,0.1920332936979786,152,0.9514348785871964,0.9455554051768206,0.9034701137735012,0.9731570240253773
9771110,장경태,張耿態,Jang Kyungtae,M,1983-10-12,38.70958904109589,서울 동대문구을,Seoul | Dongdaemun B,"['국회운영위원회', '국토교통위원회', '여성가족위원회']","['House Steering Committee', 'Land, Infrastructure and Transport Committee', 'Gender Equality and Family Committee']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9958340873138533,97.0,0.8733650416171225,106,0.12663495838287753,202,0.9938733832539143,0.9958340873138533,0.9254073299729082,0.9157738807393934
9771002,이철규,李喆圭,Lee Chulgyu,M,1957-09-20,64.76986301369863,강원 동해시태백시삼척시정선군,Gangwon | Donghae-Taebaek-Samcheok-Jeongseon,"['산업통상자원중소벤처기업위원회', '정보위원회', '예산결산특별위원회']","['Trade, Industry, Energy, SMEs, and Startups Committee', 'Intelligence Committee', 'Special Committee on Budget and Accounts']",2,국민의힘,People Power Party,국민의힘,People Power Party,0.9349484192644244,247.0,0.7859690844233056,170,0.2140309155766944,138,0.9183055975794251,0.8857721297616631,0.8525790294012154,0.9349484192644244
9770835,이채익,李埰益,Lee Cheik,M,1955-05-27,67.08767123287672,울산 남구갑,Ulsan | Nam A,['국방위원회'],['National Defense Committee'],3,국민의힘,People Power Party,국민의힘,People Power Party,0.9661959331385912,203.0,0.6254458977407847,230,0.37455410225921526,78,0.9581749049429658,0.9371799315931266,0.8969105021814444,0.9661959331385912
9770869,심상정,沈相奵,Sim Sangjeung,F,1959-02-20,63.35068493150685,경기 고양시갑,Gyeonggi | Goyang A,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",4,정의당,Justice Party,정의당,Justice Party,0.9922267527398715,142.0,0.5511296076099881,254,0.4488703923900119,54,0.8964401294498382,0.9144995641568309,0.9922267527398715,0.8873879707535361
9771241,한무경,韓茂景,Han Mookyung,F,1958-05-20,64.10684931506849,비례대표,Proportional seat,['산업통상자원중소벤처기업위원회'],"['Trade, Industry, Energy, SMEs, and Startups Committee']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.7888729816368586,298.0,0.7401902497027348,193,0.25980975029726516,115,0.7180722891566265,0.6858292220566764,0.6689847769131123,0.7888729816368586
9771200,정정순,鄭正淳,Jeong Jeongsoon,M,1958-01-19,64.43835616438356,충북 청주시상당구,N. Chungcheong | Cheongju Sangdang,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9997979684526197,4.0,0.42805100182149364,270,0.5719489981785064,38,1.0,0.9997979684526197,0.9024733032463792,0.955859334301181
9770719,김도읍,金度邑,Kim Doeup,M,1964-07-06,57.97808219178082,부산 북구강서구을,Busan | Buk-Gangseo B,['행정안전위원회'],['Public Administration and Security Committee'],3,국민의힘,People Power Party,국민의힘,People Power Party,0.9570000010287701,221.0,0.9114149821640903,74,0.08858501783590966,233,0.9262883235485975,0.9209229194317721,0.8886891881750286,0.9570000010287701
9771212,윤준병,尹準炳,Yoon Joonbyeong,M,1961-03-03,61.320547945205476,전북 정읍시고창군,N. Jeolla | Jeongeup-Gochang,['환경노동위원회'],['Environment and Labor Committee'],1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9907891614495216,153.0,0.9637336504161712,23,0.036266349583828794,284,0.9925971622455274,0.9907891614495216,0.919541523553758,0.914125282640653
9771028,이만희,李晩熙,Lee Manhee,M,1963-12-11,58.54520547945206,경북 영천시청도군,N. Gyeongsang | Yeongcheon-Cheongdo,"['농림축산식품해양수산위원회', '예산결산특별위원회', '윤리특별위원회']","['Agriculture, Food, Rural Affairs, Oceans and Fisheries Committee', 'Special Committee on Budget and Accounts', 'Special Committee on Ethics']",2,국민의힘,People Power Party,국민의힘,People Power Party,0.9665156924142663,202.0,0.8204518430439952,148,0.1795481569560048,160,0.9246376811594202,0.9110370058379775,0.8808972110129355,0.9665156924142663
9770774,박완주,朴完柱,Park Wanjoo,M,1966-11-10,55.63013698630137,충남 천안시을,S. Chungcheong | Cheonan B,['행정안전위원회'],['Public Administration and Security Committee'],3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9958223709998577,98.0,0.8085612366230678,154,0.19143876337693222,154,0.9926470588235294,0.9958223709998577,0.9233017780996745,0.9148715553427615
9771107,박성준,朴省俊,Park Sungjoon,M,1969-04-23,53.18082191780822,서울 중구성동구을,Seoul | Jung-Seongdong B,['법제사법위원회'],['Legislation and Judiciary Committee'],1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.993584515808477,129.0,0.9036860879904876,82,0.09631391200951245,226,0.9901315789473685,0.993584515808477,0.9141530124975714,0.9267911208728626
9771121,유기홍,柳基洪,Yoo Kihong,M,1958-06-11,64.04657534246576,서울 관악구갑,Seoul | Gwanak A,['교육위원회'],['Education Committee'],3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9976378941950445,53.0,0.6920332936979786,210,0.3079667063020214,98,0.9974226804123711,0.9976378941950445,0.9214554608635673,0.9082300768432504
9771245,정경희,丁慶姬,Chung Kyunghee,F,1958-01-26,64.41917808219178,비례대표,Proportional seat,['교육위원회'],['Education Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.8044609712582712,292.0,0.7526753864447087,187,0.24732461355529134,120,0.6358609794628752,0.6639578256707203,0.63717623759869,0.8044609712582712
9770839,인재근,印在謹,In Jaekeun,F,1953-11-11,68.62739726027397,서울 도봉구갑,Seoul | Dobong A,['보건복지위원회'],['Health and Welfare Committee'],3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.995545767116011,105.0,0.8561236623067776,122,0.1438763376932224,186,0.9930555555555556,0.995545767116011,0.9158518607804383,0.9129765723248753
9771177,임오경,林五卿,Lim Okyeong,F,1971-12-11,50.54520547945206,경기 광명시갑,Gyeonggi | Gwangmyeong A,"['국회운영위원회', '문화체육관광위원회']","['House Steering Committee', 'Culture, Sports and Tourism Committee']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9972982997812506,63.0,0.9613555291319857,27,0.03864447086801426,281,0.9962894248608535,0.9972982997812506,0.9243572695326892,0.9219649862361451
9770931,고용진,高榕禛,Koh Yongjin,M,1964-08-06,57.893150684931506,서울 노원구갑,Seoul | Nowon A,['기획재정위원회'],['Strategy and Finance Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9929772683468485,138.0,0.9102259215219977,76,0.08977407847800234,231,0.9869366427171783,0.9929772683468485,0.9173868863781339,0.9182913383321397
9771117,진성준,陳聲準,Jin Sungjoon,M,1967-04-19,55.19178082191781,서울 강서구을,Seoul | Gangseo B,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9835658804377017,180.0,0.8353151010701546,136,0.1646848989298454,172,0.9814946619217082,0.9835658804377017,0.9218155755255169,0.8985071046567051
9771267,최혜영,崔惠英,Choi Hyeyoung,F,1979-06-01,43.07397260273972,비례대표,Proportional seat,"['국회운영위원회', '보건복지위원회']","['House Steering Committee', 'Health and Welfare Committee']",1,더불어시민당,Platform Party,더불어민주당,Democratic Party of Korea,0.9904753336387413,156.0,0.9084423305588585,79,0.09155766944114152,229,0.9790575916230366,0.9904753336387413,0.9250846934341658,0.9099988281964233
9770950,박재호,朴在昊,Park Jaeho,M,1959-02-13,63.36986301369863,부산 남구을,Busan | Nam B,['행정안전위원회'],['Public Administration and Security Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9966561647889015,79.0,0.6694411414982164,217,0.33055885850178357,90,0.9955595026642984,0.9966561647889015,0.9070534998546493,0.8980895084748207
9771129,이해식,李海植,Lee Haesik,M,1963-11-13,58.62191780821918,서울 강동구을,Seoul | Gangdong B,['행정안전위원회'],['Public Administration and Security Committee'],1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9984473044770256,30.0,0.9607609988109393,28,0.03923900118906065,278,0.9962871287128713,0.9984473044770256,0.922725979789052,0.9238344171808107
9771277,배진교,裵晋敎,Bae Jingyo,M,1968-08-26,53.83835616438356,비례대표,Proportional seat,"['국회운영위원회', '정무위원회']","['House Steering Committee', 'National Policy Committee']",1,정의당,Justice Party,정의당,Justice Party,0.9908579891756023,152.0,0.9524375743162902,35,0.04756242568370983,272,0.9282147315855181,0.9336039991051378,0.9908579891756023,0.9045484902802889
9771229,정희용,鄭熙溶,Jung Heeyong,M,1976-10-01,45.73972602739726,경북 고령군성주군칠곡군,N. Gyeongsang | Goryeong-Seongju-Chilgok,"['과학기술정보방송통신위원회', '예산결산특별위원회']","['Science, ICT, Future Planning, Broadcasting and Communications Committee', 'Special Committee on Budget and Accounts']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.9464122861002213,234.0,0.7942925089179548,163,0.20570749108204522,145,0.8802395209580839,0.8992895988312161,0.8605524352538387,0.9464122861002213
9770742,김태흠,金泰欽,Kim Taeheum,M,1963-01-11,59.46027397260274,충남 보령시서천군,S. Chungcheong | Boryeong-Seocheon,['기획재정위원회'],['Strategy and Finance Committee'],3,국민의힘,People Power Party,국민의힘,People Power Party,0.8714837162190958,276.0,0.3335315101070155,283,0.6664684898929845,25,0.7647058823529411,0.7638900218077052,0.7334558798472346,0.8714837162190958
9771178,양기대,梁基大,Yang Kidae,M,1962-10-12,59.70958904109589,경기 광명시을,Gyeonggi | Gwangmyeong B,"['행정안전위원회', '예산결산특별위원회']","['Public Administration and Security Committee', 'Special Committee on Budget and Accounts']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9990346436219514,12.0,0.9607609988109393,28,0.03923900118906065,278,0.9981435643564357,0.9990346436219514,0.9197971333205344,0.9242203053960358
9771148,배준영,裵俊英,Bae Juneyoung,M,1970-10-21,51.68493150684932,인천 중구강화군옹진군,Incheon | Jung-Ganghwa-Ongjin,"['교육위원회', '예산결산특별위원회']","['Education Committee', 'Special Committee on Budget and Accounts']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.9213512895992375,257.0,0.72294887039239,197,0.27705112960761,111,0.8675986842105263,0.8701270310242714,0.8309980278118487,0.9213512895992375
9770779,박홍근,朴洪根,Park Hongkeun,M,1969-10-08,52.72054794520548,서울 중랑구을,Seoul | Jungnang B,"['기획재정위원회', '예산결산특별위원회']","['Strategy and Finance Committee', 'Special Committee on Budget and Accounts']",3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9975368896085841,56.0,0.8727705112960761,107,0.12722948870392392,200,0.9938692098092643,0.9975368896085841,0.9168058173954383,0.9178335402627976
9771093,송갑석,宋甲錫,Song Gabseok,M,1966-10-10,55.71506849315068,광주 서구갑,Gwangju | Seo A,['산업통상자원중소벤처기업위원회'],"['Trade, Industry, Energy, SMEs, and Startups Committee']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9997491781515073,6.0,0.6052318668252081,240,0.39476813317479187,68,1.0,0.9997491781515073,0.9134481970351638,0.9162563669665084
9771157,이형석,李炯錫,Lee Hyungseok,M,1961-10-05,60.728767123287675,광주 북구을,Gwangju | Buk B,['행정안전위원회'],['Public Administration and Security Committee'],1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9940480550704501,123.0,0.9619500594530321,26,0.038049940546967864,282,0.9907292954264524,0.9940480550704501,0.9233020208604004,0.934219963857486
9771230,강기윤,姜起潤,Kang Giyun,M,1960-06-04,62.06575342465754,경남 창원시성산구,S. Gyeongsang | Changwon Seongsan,['보건복지위원회'],['Health and Welfare Committee'],2,국민의힘,People Power Party,국민의힘,People Power Party,0.8565974247264547,280.0,0.30202140309155767,287,0.6979785969084423,21,0.6751968503937008,0.7499779594163254,0.7316195409197482,0.8565974247264547
9770977,권은희,權垠希,Kwon Eunhee,F,1974-02-15,48.364383561643834,비례대표,Proportional seat,['정무위원회'],['National Policy Committee'],3,국민의당,People Party,국민의당,People Party,0.943546661455213,237.0,0.25267538644470866,294,0.7473246135552913,14,0.8447058823529412,0.8411153169882598,0.8409911123348511,0.8575477040343912
9771038,위성곤,魏聖坤,Wi Seonggon,M,1968-01-20,54.43561643835616,제주 서귀포시,Jeju | Seogwipo,['농림축산식품해양수산위원회'],"['Agriculture, Food, Rural Affairs, Oceans and Fisheries Committee']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.982022524256364,183.0,0.9714625445897741,20,0.028537455410225898,288,0.9712362301101591,0.982022524256364,0.9256891737691332,0.9135626333626596
9771130,황보승희,皇甫承希,Hwangbo Seunghee,F,1976-08-05,45.895890410958906,부산 중구영도구,Busan | Jung-Yeongdo,['과학기술정보방송통신위원회'],"['Science, ICT, Future Planning, Broadcasting and Communications Committee']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.9130166851369813,262.0,0.6414982164090368,226,0.3585017835909632,82,0.8415199258572753,0.8713075869302753,0.8307633826717088,0.9130166851369813
9770813,윤후덕,尹厚德,Yoon Huduk,M,1957-01-09,65.46575342465754,경기 파주시갑,Gyeonggi | Paju A,['기획재정위원회'],['Strategy and Finance Committee'],3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9986315059394384,24.0,0.8043995243757431,158,0.19560047562425686,149,0.9985218033998522,0.9986315059394384,0.9148035765095788,0.9327613995970191
9770980,백혜련,白惠蓮,Back Hyeryun,F,1967-02-17,55.35890410958904,경기 수원시을,Gyeonggi | Suwon B,['행정안전위원회'],['Public Administration and Security Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9975137261116175,57.0,0.8543400713436385,123,0.14565992865636146,185,0.9958246346555324,0.9975137261116175,0.9238970944976137,0.9191099400147796
9771194,최춘식,崔春植,Choi Chunsik,M,1956-03-14,66.2904109589041,경기 포천시가평군,Gyeonggi | Pocheon-Gapyeong,['행정안전위원회'],['Public Administration and Security Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.9291123202461413,254.0,0.5059453032104637,266,0.4940546967895363,42,0.8213866039952996,0.8458610548878519,0.8145571293268314,0.9291123202461413
9771257,신현영,申賢榮,Shin Hyunyoung,F,1980-11-17,41.61095890410959,비례대표,Proportional seat,"['보건복지위원회', '예산결산특별위원회']","['Health and Welfare Committee', 'Special Committee on Budget and Accounts']",1,더불어시민당,Platform Party,더불어민주당,Democratic Party of Korea,0.9975051253180733,58.0,0.8656361474435196,113,0.13436385255648042,194,0.9972527472527473,0.9975051253180733,0.9247781875834276,0.9279392877303176
9771276,강은미,姜恩美,Kang Eunmi,F,1970-09-06,51.80821917808219,비례대표,Proportional seat,"['환경노동위원회', '예산결산특별위원회']","['Environment and Labor Committee', 'Special Committee on Budget and Accounts']",1,정의당,Justice Party,정의당,Justice Party,0.9930283935740317,135.0,0.8400713436385255,134,0.15992865636147446,174,0.9101203113941967,0.9186334331320493,0.9930283935740317,0.8876475120326749
9771015,이용호,李容鎬,Lee Yongho,M,1960-03-20,62.273972602739725,전북 남원시임실군순창군,N. Jeolla | Namwon-Imsil-Sunchang,['보건복지위원회'],['Health and Welfare Committee'],2,무소속,Unaffiliated,무소속,Unaffiliated,,,0.5386444708680143,258,0.46135552913198574,50,0.9205298013245033,0.9297877558490241,0.8700017750748892,0.8984186687550683
9771190,이탄희,李誕熙,Lee Tahney,M,1978-11-03,43.64931506849315,경기 용인시정,Gyeonggi | Yongin D,['교육위원회'],['Education Committee'],1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9847924382933135,178.0,0.7800237812128419,173,0.21997621878715812,135,0.9740853658536586,0.9847924382933135,0.9451902203317538,0.9279659886546943
9770932,박주민,朴柱民,Park Jumin,M,1973-11-21,48.6,서울 은평구갑,Seoul | Eunpyeong A,['법제사법위원회'],['Legislation and Judiciary Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.995646579156717,101.0,0.7092746730083235,201,0.2907253269916765,106,0.9924559932942163,0.995646579156717,0.9175778420637588,0.9038181747394272
9770984,김병욱,金炳旭,Kim Byungwook,M,1965-04-15,57.202739726027396,경기 성남시분당구을,Gyeonggi | Seongnam Bundang B,['정무위원회'],['National Policy Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9976657200624708,52.0,0.9518430439952438,37,0.048156956004756224,271,0.9962523422860712,0.9976657200624708,0.9244040935147597,0.9279009749584568
9771209,신영대,申榮大,Shin Yeongdae,M,1968-01-15,54.44931506849315,전북 군산시,N. Jeolla | Gunsan,"['산업통상자원중소벤처기업위원회', '예산결산특별위원회']","['Trade, Industry, Energy, SMEs, and Startups Committee', 'Special Committee on Budget and Accounts']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9943989870113724,120.0,0.9137931034482759,73,0.08620689655172409,235,0.9915419648666233,0.9943989870113724,0.9174952069770431,0.9152573612090917
9771255,이용,李鏞,Lee Yong,M,1978-06-23,44.013698630136986,비례대표,Proportional seat,['문화체육관광위원회'],"['Culture, Sports and Tourism Committee']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.922868706364377,256.0,0.38347205707491083,277,0.6165279429250892,31,0.8387596899224806,0.8711031230909314,0.8568147111955993,0.922868706364377
9770755,도종환,都鍾煥,Do Jonghwan,M,1955-09-27,66.75068493150685,충북 청주시흥덕구,N. Chungcheong | Cheongju Heungdeok,['문화체육관광위원회'],"['Culture, Sports and Tourism Committee']",3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9952180754652895,112.0,0.8763376932223543,104,0.12366230677764567,203,0.9938941655359566,0.9952180754652895,0.9171463991779722,0.9147837317338652
9771032,윤한홍,尹漢洪,Yoon Hanhong,M,1962-11-01,59.654794520547945,경남 창원시마산회원구,S. Gyeongsang | Changwon Masanhoewon,['법제사법위원회'],['Legislation and Judiciary Committee'],2,국민의힘,People Power Party,국민의힘,People Power Party,0.8244378946837247,289.0,0.27526753864447084,290,0.7247324613555292,18,0.7235421166306696,0.6678649447928926,0.6833986461376929,0.8244378946837247
9771139,전봉민,田奉珉,Jeon Bongmin,M,1972-10-21,49.68493150684932,부산 수영구,Busan | Suyeong,['보건복지위원회'],['Health and Welfare Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.9581004154652591,219.0,0.7562425683709869,182,0.2437574316290131,126,0.8860062893081762,0.9121681874167962,0.8584579368600318,0.9581004154652591
9770456,조정식,趙正湜,Cho Jeongsik,M,1963-12-25,58.50684931506849,경기 시흥시을,Gyeonggi | Siheung B,"['과학기술정보방송통신위원회', '정보위원회']","['Science, ICT, Future Planning, Broadcasting and Communications Committee', 'Intelligence Committee']",5,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.998610056862285,25.0,0.7449464922711059,191,0.2550535077288941,117,0.9984038308060654,0.998610056862285,0.9110865925235783,0.9132839694231835
9771278,이은주,李恩周,Lee Eunju,F,1969-09-02,52.81917808219178,비례대표,Proportional seat,['행정안전위원회'],['Public Administration and Security Committee'],1,정의당,Justice Party,정의당,Justice Party,0.9967110112250612,77.0,0.8846611177170036,95,0.11533888228299638,212,0.918010752688172,0.9241512507978873,0.9967110112250612,0.899700943808081
9770764,민홍철,閔洪喆,Min Hongchul,M,1961-04-18,61.1945205479452,경남 김해시갑,S. Gyeongsang | Gimhae A,['국방위원회'],['National Defense Committee'],3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9888117761942429,165.0,0.7972651605231866,161,0.20273483947681337,147,0.9828486204325131,0.9888117761942429,0.9077898824592714,0.9045652106098909
9771126,유경준,兪京濬,Yoo Gyeongjoon,M,1961-06-17,61.03013698630137,서울 강남구병,Seoul | Gangnam C,['기획재정위원회'],['Strategy and Finance Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.8031708297421588,294.0,0.7419738406658739,192,0.2580261593341261,116,0.7435897435897436,0.7105798381596312,0.6817185176241777,0.8031708297421588
9771217,소병철,蘇秉哲,So Byungchul,M,1958-02-15,64.36438356164383,전남 순천시광양시곡성군구례군갑,S. Jeolla | Suncheon-Gwangyang-Gokseong-Gurye A,['법제사법위원회'],['Legislation and Judiciary Committee'],1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9987682678503607,17.0,0.9512485136741974,38,0.04875148632580262,268,0.99875,0.9987682678503607,0.9217507507232794,0.9241942691020116
9770941,김병기,金炳基,Kim Byungkee,M,1961-07-10,60.967123287671235,서울 동작구갑,Seoul | Dongjak A,"['국방위원회', '정보위원회']","['National Defense Committee', 'Intelligence Committee']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.996202188071132,88.0,0.7128418549346016,199,0.2871581450653984,109,0.9924937447873228,0.996202188071132,0.9150969636977723,0.9107959950596792
9770786,설훈,薛勳,Sul Hoon,M,1953-04-23,69.18082191780822,경기 부천시을,Gyeonggi | Bucheon B,['국방위원회'],['National Defense Committee'],5,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9977843489606171,50.0,0.917360285374554,70,0.08263971462544595,238,0.9967595593000648,0.9977843489606171,0.9198144160532862,0.920619227078228
9771023,김정재,金汀才,Kim Jungjae,F,1966-02-15,56.364383561643834,경북 포항시북구,N. Gyeongsang | Pohang Buk,"['국회운영위원회', '산업통상자원중소벤처기업위원회', '여성가족위원회']","['House Steering Committee', 'Trade, Industry, Energy, SMEs, and Startups Committee', 'Gender Equality and Family Committee']",2,국민의힘,People Power Party,국민의힘,People Power Party,0.9673470104878503,201.0,0.7687277051129607,176,0.23127229488703926,132,0.9187935034802784,0.9207698214623921,0.8779882330226634,0.9673470104878503
9771287,양이원영,梁李媛瑛,Yang Yiwonyoung,F,1971-05-14,51.12328767123287,비례대표,Proportional seat,"['산업통상자원중소벤처기업위원회', '여성가족위원회']","['Trade, Industry, Energy, SMEs, and Startups Committee', 'Gender Equality and Family Committee']",1,더불어시민당,Platform Party,더불어민주당,Democratic Party of Korea,0.9674644592124119,200.0,0.8799048751486326,102,0.12009512485136742,205,0.9581081081081081,0.9674644592124119,0.9202631200961082,0.887241840301446
